id	Drillhole	Texture	Sample 	Location	Analysis 	Depth	Mg24	Al27	Si29	P31	Ca43	Sc45	Ti49	V51	Cr53	Mn55	Co59	Ni60	Cu65	Zn66	Ga69	As75	Sr88	Y89	Zr90	Nb93	Mo95	Sn118	Sb121	Ba137	La139	Ce140	Pr141	Nd146	Sm147	Eu153	Gd157	Tb159	Dy163	Ho165	Er166	Tm169	Yb172	Lu175	Hf178	Ta181	W182	Pb206	Pb207	Pb208	Th232	U238	sumREY
27	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-1	1808.80	16.64	530.84	571.67	59.96	626.39	0.21	6.08	2.39	0.23	9.28	0.97	0.17	13.17	0.90	5.80	23.61	1.07	0.41	0.45	2.89	67.97	641.53	7.14	4.59	2.23	3.20	0.24	0.54	0.09	0.04	0.00	0.03	0.05	0.02	0.02	0.00	0.05	0.05	0.00	0.02	3658.70	170.32	25.03	3.53	0.03	213.35	6.96
28	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-10	1808.80	30.00	560.91	495.03	56.98	39858.26	0.23	68.63	7.23	0.81	15.61	4.60	0.38	442.18	3.94	5.50	35.88	4.98	8.61	0.31	3.35	129.54	717.66	14.99	7.62	6.02	9.17	0.58	1.92	0.13	0.14	0.20	0.03	0.58	0.14	0.39	0.11	1.00	0.11	0.00	0.06	9218.17	293.35	40.72	4.62	0.57	390.63	29.13
29	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-11	1808.80	144.33	1363.77	1690.13	18.05	33601.66	0.19	183.31	6.68	2.57	134.00	2.91	0.33	87.44	3.61	37.70	16.16	38.30	15.88	0.34	2.71	101.09	525.08	9.20	1831.51	26.81	45.18	4.02	10.72	0.54	0.36	0.69	0.13	0.94	0.30	0.91	0.20	1.43	0.28	0.10	0.28	8209.73	110.10	15.71	1.95	0.71	140.74	108.38
30	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-12	1808.80	43.42	257.06	440.93	14.17	6637.49	0.15	11.91	8.17	0.19	21.55	2.36	0.35	16.03	4.08	9.21	16.53	4.69	0.68	0.14	1.25	257.32	452.10	7.93	351.03	1.48	1.98	0.18	0.40	0.04	0.03	0.05	0.01	0.02	0.00	0.06	0.01	0.10	0.08	0.05	0.00	16889.11	39.51	10.44	4.98	0.05	45.14	5.11
31	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-13	1808.80	46.42	330.22	470.64	16.58	20851.74	0.72	43.44	6.72	0.71	28.39	2.49	0.25	76.74	0.88	5.69	17.92	2.03	5.78	0.16	1.06	113.35	695.77	7.99	12.64	3.32	4.68	0.33	0.76	0.04	0.11	0.15	0.01	0.24	0.05	0.27	0.05	0.55	0.13	0.04	0.17	13887.10	128.75	17.38	2.25	0.31	153.87	16.46
32	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-14	1808.80	19.12	231.13	371.02	47.01	427.94	3.26	2.50	1.29	0.16	10.57	0.92	0.14	0.80	1.47	8.82	10.09	0.21	0.85	0.03	0.05	26.89	1133.46	1.88	0.76	1.80	3.42	0.27	0.54	0.03	0.02	0.04	0.00	0.19	0.03	0.03	0.03	0.11	0.01	0.00	0.00	19624.86	99.83	13.41	0.13	0.30	126.75	7.37
33	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-15	1808.80	5.85	55.63	375.23	31.78	521.89	0.40	2.79	0.06	0.20	4.91	0.83	0.00	0.94	0.90	6.16	2.09	0.03	0.01	0.00	0.06	66.35	105.12	1.53	0.00	0.13	0.21	0.02	0.04	0.00	0.01	0.04	0.01	0.02	0.01	0.02	0.00	0.02	0.01	0.05	0.00	10392.47	178.70	22.07	0.04	0.01	206.93	0.54
34	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-16	1808.80	28.22	185.00	318.59	12.36	2125.31	0.16	78.45	6.16	0.97	15.14	1.91	0.15	0.78	0.94	4.46	8.28	0.97	0.67	0.16	2.02	141.53	552.27	5.26	0.52	1.42	2.07	0.06	0.36	0.03	0.03	0.03	0.00	0.03	0.00	0.05	0.00	0.21	0.07	0.05	0.04	15709.70	14.84	2.23	0.60	0.13	21.08	5.02
35	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-17	1808.80	83.55	1309.01	2876.91	17.06	582.49	0.20	111.03	7.22	2.58	19.05	2.34	0.25	64.90	2.09	9.09	58.86	2.60	1.29	1.04	3.65	134.90	522.96	19.90	196.19	24.01	33.62	2.61	6.23	0.31	0.28	0.22	0.06	0.29	0.05	0.21	0.01	0.23	0.04	0.05	0.20	14918.83	24.51	5.31	2.80	0.41	29.48	69.45
36	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-18	1808.80	50.39	391.01	642.92	42.80	517.24	0.17	9.61	8.27	0.85	19.80	2.13	0.22	18.42	0.74	5.18	7.00	0.09	0.30	0.09	0.60	191.20	632.99	4.66	21.87	5.15	8.18	0.45	0.80	0.04	0.06	0.12	0.03	0.04	0.01	0.06	0.01	0.08	0.04	0.00	0.02	24707.20	57.21	8.57	0.60	0.25	66.12	15.36
37	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-19	1808.80	29.58	458.62	712.29	17.87	71339.54	0.46	91.82	5.82	2.22	19.58	1.72	0.32	76.94	1.34	5.60	21.68	5.50	8.35	0.12	2.22	91.78	423.83	12.72	25.19	4.36	6.74	0.59	1.40	0.44	0.11	0.19	0.01	0.39	0.11	0.33	0.07	0.62	0.09	0.00	0.08	10296.85	51.85	9.68	3.62	0.33	57.14	23.80
38	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-2	1808.80	24.76	119.25	552.05	47.16	602.09	0.21	1.91	1.61	0.71	14.44	1.82	0.00	1.17	0.31	5.66	27.29	0.64	2.66	0.14	1.58	494.33	760.13	6.92	0.40	37.64	46.06	3.09	7.28	0.81	0.09	0.46	0.04	0.48	0.17	0.50	0.11	1.02	0.16	0.06	0.00	8160.89	254.37	35.35	3.79	0.01	319.54	100.57
39	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-20	1808.80	22.02	174.10	377.18	13.18	2340.19	0.17	18.13	2.66	0.18	11.02	1.51	0.22	2.05	1.60	5.42	6.43	1.67	0.54	0.28	1.20	55.09	582.34	3.57	2.31	0.48	0.70	0.04	0.04	0.03	0.01	0.06	0.01	0.07	0.01	0.07	0.03	0.14	0.06	0.00	0.01	17046.02	55.09	7.45	0.68	0.27	65.47	2.29
40	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-3	1808.80	237.87	189.20	1038.95	15.92	1519.16	0.20	1.53	2.07	0.22	13.83	1.19	0.08	1.17	2.17	4.66	15.97	1.45	1.13	0.00	0.33	53.97	753.61	3.20	1.93	10.59	13.88	1.14	2.44	0.32	0.08	0.05	0.04	0.11	0.06	0.28	0.10	0.55	0.18	0.00	0.01	6535.48	98.22	12.30	0.65	0.04	116.40	30.94
41	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-4	1808.80	150.58	388.35	1433.83	17.34	607.37	0.20	11.35	0.65	1.17	10.15	1.41	0.12	3.93	1.31	6.43	17.44	1.20	2.68	0.00	0.37	283.21	580.49	5.17	1.40	21.94	31.39	2.25	5.41	0.41	0.09	0.47	0.04	0.48	0.09	0.53	0.06	1.06	0.29	0.05	0.00	5970.22	1241.67	163.00	0.44	0.01	1597.93	67.19
42	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-5	1808.80	53.67	94.92	521.74	16.98	602.51	0.21	2.59	2.21	0.21	12.97	1.06	0.08	1.21	1.49	5.47	4.47	3.39	0.19	0.00	0.11	29.68	474.17	1.38	1.14	1.15	1.64	0.12	0.18	0.04	0.01	0.03	0.00	0.03	0.01	0.07	0.01	0.11	0.05	0.00	0.00	2304.78	29.61	4.11	0.36	0.01	36.25	3.64
43	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-6	1808.80	23.19	182.37	405.19	14.74	509.03	0.17	0.47	3.26	0.19	11.63	1.78	0.47	1.05	1.32	6.39	5.51	0.15	0.13	0.00	0.07	81.87	1083.18	4.50	0.00	1.36	1.50	0.07	0.12	0.05	0.01	0.05	0.00	0.03	0.01	0.03	0.01	0.17	0.06	0.04	0.01	11559.16	597.83	77.65	0.21	0.23	778.29	3.60
44	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-7	1808.80	30.80	268.32	393.66	49.43	517.63	0.19	116.11	14.72	0.98	17.39	1.96	0.09	1.06	1.29	14.37	14.68	38.61	0.54	0.78	7.64	109.47	1284.47	11.42	607.80	3.55	4.14	0.20	0.53	0.13	0.04	0.04	0.01	0.09	0.01	0.20	0.04	0.62	0.14	0.00	0.03	15239.75	529.19	65.54	1.86	1.18	628.18	10.28
45	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-8	1808.80	55.47	700.41	492.04	59.93	565.51	0.20	5.66	7.87	0.20	11.28	1.70	0.23	6.49	1.19	16.80	5.34	36.54	0.83	0.00	0.49	44.24	1197.15	3.12	836.34	7.21	10.13	0.71	1.41	0.08	0.04	0.05	0.04	0.02	0.05	0.15	0.03	0.22	0.11	0.04	0.00	6186.92	726.12	90.84	0.31	0.43	812.23	21.09
46	RD1988	Oscillatory-zoned	7295BDG	SE lobe, deep mineralization	7295bGM-9	1808.80	31.65	1258.26	1254.00	57.60	558.47	0.19	11.67	0.45	0.68	9.38	1.39	0.46	4.57	0.96	8.42	29.86	1.96	0.80	0.08	0.39	109.73	425.66	6.19	39.64	8.67	11.60	0.76	1.74	0.08	0.05	0.20	0.05	0.23	0.02	0.12	0.07	0.23	0.08	0.04	0.01	6649.60	390.56	46.91	0.83	0.05	445.96	24.69
159	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-1	65.00	383.74	633.37	320.94	64.88	140.19	0.15	312.85	163.84	2.29	73.96	20.77	1.32	12.82	6.20	6.70	NA	4.88	5.57	0.98	1073.87	16.75	616.29	4.96	4.38	2.11	3.70	0.28	1.21	0.34	0.09	0.22	0.12	0.95	0.41	1.87	0.40	3.58	0.85	0.04	4.12	150.36	399.86	47.49	11.50	64.88	425.55	21.69
160	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-10	65.00	287.56	442.10	80.19	13.18	137.29	0.60	457.87	183.11	1.05	59.80	10.78	3.51	2.71	6.28	6.67	NA	2.72	11.57	1.98	3513.91	17.11	481.29	7.73	2.10	0.47	1.90	0.23	1.17	1.65	0.65	2.82	0.64	3.86	1.10	3.87	0.83	6.11	1.51	0.06	13.35	191.87	469.56	56.06	18.88	134.53	522.57	38.38
161	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-11	65.00	342.55	764.41	483.55	42.57	161.85	0.10	463.55	194.13	0.75	68.12	20.25	2.68	10.12	6.62	8.04	NA	4.38	11.99	1.89	2239.41	17.20	347.81	6.18	3.13	2.94	7.97	0.85	2.82	1.62	0.53	2.12	0.55	4.15	0.95	3.78	0.77	5.98	1.23	0.07	8.88	181.23	517.90	61.50	18.11	123.88	606.28	48.25
162	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-12	65.00	327.55	1223.81	810.81	57.80	137.61	0.22	648.48	229.07	0.76	77.06	26.04	4.80	17.47	3.66	8.22	NA	2.46	18.22	2.13	3652.06	23.45	427.37	7.30	0.43	2.28	8.55	0.90	3.63	2.27	0.68	3.88	0.83	6.27	1.63	6.33	1.30	9.53	2.22	0.06	13.88	186.14	688.18	85.19	25.90	181.52	782.48	68.52
163	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-13	65.00	420.93	872.89	521.10	42.69	446.13	0.63	552.31	197.81	0.72	76.95	19.23	3.06	15.70	6.00	8.65	NA	7.06	9.60	1.95	2513.60	16.49	274.17	8.29	4.53	5.77	15.37	1.36	4.32	1.45	0.41	1.65	0.34	2.62	0.74	2.77	0.56	4.87	1.17	0.03	10.99	180.53	456.59	56.71	21.49	150.43	520.80	52.99
164	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-14	65.00	202.58	497.68	547.53	93.46	127.98	0.15	380.71	179.97	0.72	47.68	9.39	4.95	21.43	7.61	7.97	NA	4.52	9.15	2.31	3432.08	18.02	364.05	8.67	4.70	2.96	7.09	0.67	2.51	0.84	0.30	1.11	0.23	2.04	0.58	2.65	0.61	4.55	1.24	0.03	13.13	158.98	434.80	53.60	16.96	118.05	517.21	36.53
165	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-15	65.00	205.26	678.50	972.09	84.78	496.28	0.19	533.39	207.44	0.72	57.95	14.40	2.68	23.62	1.50	7.77	NA	2.98	11.14	2.53	4500.45	25.24	580.07	11.45	1.44	3.70	11.41	1.12	4.07	0.84	0.19	1.24	0.24	2.05	0.66	2.86	0.73	5.80	1.44	0.00	16.84	204.43	622.15	76.23	23.03	165.84	731.18	47.49
166	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-16	65.00	327.34	739.18	432.17	93.22	104.81	0.56	498.49	218.24	0.61	68.27	15.42	3.79	23.46	6.02	8.49	NA	6.22	4.40	0.85	1142.34	7.62	300.48	6.25	3.48	4.06	8.04	0.59	2.19	0.86	0.35	1.11	0.26	1.66	0.32	1.39	0.23	2.31	0.46	0.07	6.17	61.43	195.07	27.20	11.13	46.16	209.72	28.23
167	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-17	65.00	169.97	1125.48	832.44	88.14	134.69	0.11	299.58	166.68	0.37	59.69	12.29	4.72	12.73	9.17	8.93	NA	7.75	5.45	0.84	1337.27	13.17	301.67	9.38	7.22	5.39	8.03	0.75	2.53	0.70	0.27	0.66	0.16	1.06	0.37	1.63	0.30	3.40	0.80	0.04	4.84	151.95	366.34	48.63	18.41	113.62	462.92	31.50
168	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-18	65.00	133.89	811.35	639.57	53.39	122.68	0.08	379.25	173.54	0.70	33.90	4.73	4.59	7.53	2.36	8.03	NA	3.45	10.83	1.42	1762.11	17.41	263.55	8.11	0.96	2.15	5.95	0.71	2.61	1.08	0.32	1.99	0.41	3.41	0.97	3.69	0.77	5.38	1.32	0.02	6.72	157.24	446.57	56.49	17.38	115.83	534.15	41.60
169	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-19	65.00	175.31	914.04	571.77	58.09	115.48	0.20	372.35	187.70	0.57	52.10	11.57	2.82	11.25	3.87	8.72	NA	2.19	10.52	1.11	2186.92	19.63	467.66	9.25	0.66	1.42	4.23	0.46	2.05	0.92	0.25	1.43	0.35	2.96	0.80	3.24	0.77	6.30	1.39	0.02	7.72	188.72	534.38	68.69	19.97	145.22	618.12	37.09
170	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-2	65.00	286.29	1190.08	567.15	534.13	254.31	0.24	335.31	176.04	0.98	59.19	18.06	3.63	28.51	7.92	7.24	NA	54.52	6.81	1.07	1156.26	11.69	487.53	5.82	4.61	278.73	426.60	42.86	122.68	12.24	1.07	2.03	0.25	1.64	0.49	1.80	0.37	4.06	0.92	0.03	5.16	107.79	378.33	43.11	12.97	75.92	414.73	902.55
171	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-20	65.00	272.78	1235.45	784.21	73.60	102.95	0.53	361.21	198.12	0.47	75.17	23.89	1.50	7.63	7.79	9.04	NA	2.68	8.11	0.89	2246.51	24.25	704.23	12.89	1.22	0.60	1.85	0.18	0.81	0.33	0.12	0.44	0.15	1.58	0.52	2.44	0.59	5.08	1.26	0.00	7.10	193.52	549.02	73.00	22.72	133.19	631.37	24.06
172	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-21	65.00	284.57	849.74	539.18	39.72	230.22	0.41	336.92	209.02	0.66	81.02	26.21	1.68	11.69	13.01	9.41	NA	5.05	7.66	1.01	2286.55	25.15	689.13	11.88	3.57	1.04	3.41	0.28	0.98	0.48	0.16	0.78	0.20	1.71	0.55	2.54	0.64	4.74	1.29	0.00	7.92	222.03	573.06	76.73	23.96	135.63	647.75	26.46
173	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-22	65.00	232.04	1313.38	1165.02	90.16	115.11	0.31	370.24	223.74	0.49	86.46	23.16	0.74	13.63	9.74	9.26	NA	3.10	8.95	1.37	2627.32	27.87	828.86	14.06	1.39	0.56	2.14	0.20	1.02	0.46	0.12	0.77	0.19	1.82	0.57	2.84	0.65	5.95	1.51	0.04	8.32	223.17	662.82	90.68	27.80	146.38	727.66	27.74
174	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-3	65.00	181.07	425.86	319.56	45.51	151.03	0.27	366.50	145.88	0.56	48.28	4.71	5.22	39.76	4.04	7.04	NA	5.38	5.41	0.81	1181.03	18.14	309.40	5.94	7.88	2.02	6.28	0.47	2.10	0.60	0.10	0.55	0.19	1.18	0.44	1.69	0.31	3.14	0.78	0.03	6.34	192.84	356.20	43.65	13.23	65.10	361.31	25.24
175	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-4	65.00	227.85	776.04	366.31	178.25	152.43	0.53	433.57	177.65	1.09	41.48	19.25	2.93	222.63	6.65	7.82	NA	14.21	6.52	1.05	1116.92	15.83	499.39	10.02	4.04	73.06	126.14	10.75	33.68	4.51	0.43	0.90	0.30	1.70	0.56	2.49	0.45	3.80	0.82	0.00	5.23	132.44	498.73	61.35	16.63	79.52	517.58	266.11
176	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-5	65.00	394.54	666.07	325.91	12.37	314.36	0.08	228.32	164.93	0.82	78.37	21.79	0.53	13.53	7.20	7.55	NA	2.62	5.24	0.65	1083.00	20.07	634.51	6.29	2.05	2.09	6.50	0.41	1.69	0.35	0.01	0.52	0.07	0.66	0.35	1.70	0.35	3.71	0.84	0.04	4.25	158.90	454.33	52.31	12.11	83.42	481.25	24.48
177	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-6	65.00	211.62	1163.66	973.33	449.44	287.24	0.27	265.96	139.55	1.47	45.42	6.37	3.93	7.17	5.91	5.83	NA	14.42	6.75	1.13	1288.67	33.62	364.07	7.06	4.67	158.63	283.42	22.42	70.30	5.76	0.54	0.92	0.15	1.28	0.38	2.11	0.45	3.86	0.84	0.00	5.59	167.96	423.02	51.36	14.42	78.82	436.59	557.81
178	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-7	65.00	264.38	963.30	596.49	102.64	153.94	0.10	307.83	190.85	1.29	75.39	16.96	0.98	4.04	7.72	8.28	NA	1.99	8.74	1.73	1974.04	25.52	674.19	7.15	0.39	1.59	4.82	0.48	1.94	0.70	0.20	1.04	0.36	2.20	0.73	2.60	0.51	5.88	1.27	0.21	7.01	217.12	570.70	70.19	18.28	117.37	594.76	33.06
179	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-8	65.00	227.81	918.18	560.92	86.91	169.81	0.12	361.73	198.80	1.12	54.63	13.03	3.49	4.11	2.31	9.16	NA	1.58	9.66	1.33	1998.32	25.25	643.57	7.63	1.52	1.69	5.59	0.63	2.33	0.81	0.22	1.31	0.31	2.48	0.70	2.86	0.63	5.81	1.43	0.00	7.45	237.93	634.12	72.87	18.71	121.52	667.22	36.47
180	RU65-7976	Hm - replacement carbonate? 	CLC002	Deposit edge NE, Presence of BIF?	CLC2Hm-9	65.00	203.05	734.23	707.87	40.30	153.64	0.12	275.68	184.07	1.18	58.92	17.82	1.20	0.45	5.78	7.14	NA	0.71	5.39	0.86	1738.27	22.41	729.52	9.16	0.25	0.10	0.39	0.05	0.24	0.08	0.02	0.23	0.08	0.86	0.39	1.70	0.42	4.20	1.10	0.02	5.57	190.31	378.54	43.17	8.82	65.72	417.85	15.26
345	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-1	90.40	153.03	1311.95	1139.43	24.38	96.54	1.08	353.72	191.06	0.51	41.36	19.10	6.02	52.10	6.57	9.27	46.90	2.26	12.91	2.16	2855.94	36.25	657.03	7.78	0.32	1.90	8.13	0.72	3.65	1.19	0.35	2.01	0.46	4.33	0.94	3.85	0.76	7.07	1.38	0.06	9.96	531.03	570.06	75.91	22.11	141.26	552.37	49.65
346	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-10	90.40	186.92	1182.55	977.53	49.90	314.06	0.68	270.98	181.10	0.89	29.75	23.30	4.92	26.01	3.67	8.23	106.52	3.32	20.10	0.42	1634.68	26.42	673.76	11.56	6.32	2.55	14.11	1.17	6.15	1.90	0.36	1.82	0.45	4.29	1.08	4.70	1.00	9.53	1.85	0.04	4.59	412.83	1084.79	147.29	31.30	165.83	1095.28	71.06
347	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-11	90.40	65.37	1397.26	1487.43	13.49	217.38	1.44	170.23	144.87	0.40	15.81	10.66	5.18	33.24	4.84	7.28	116.03	2.84	8.79	3.79	847.51	26.64	306.42	9.93	2.36	1.84	8.31	1.21	6.38	1.84	0.50	1.61	0.32	2.54	0.57	2.21	0.42	3.40	0.70	0.05	2.06	380.34	560.77	82.75	25.58	89.90	590.29	40.63
348	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-12	90.40	110.83	1177.10	887.01	11.11	113.90	0.47	160.39	174.76	1.01	23.68	15.71	5.17	18.83	4.32	8.60	94.35	2.28	14.38	0.83	700.96	26.94	672.98	12.24	2.14	2.75	11.49	1.21	5.19	1.33	0.19	1.53	0.35	3.23	0.86	3.32	0.77	7.83	1.45	0.02	1.79	455.67	907.64	121.74	22.57	118.08	956.66	55.88
349	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-13	90.40	134.35	1395.92	1482.37	12.85	107.79	0.83	168.89	191.50	1.17	25.10	20.36	4.82	11.26	2.49	9.29	97.05	2.30	13.82	14.91	763.37	28.73	689.29	12.75	0.55	2.53	12.84	1.72	9.49	2.23	0.51	1.86	0.45	3.51	0.84	3.64	0.79	6.92	1.40	0.16	1.70	529.63	893.44	120.41	27.00	156.20	1052.34	62.55
350	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-14	90.40	95.76	1000.55	1366.88	136.13	555.33	0.53	222.60	184.16	0.30	49.00	8.14	8.46	11.44	5.85	10.32	82.86	6.44	15.00	1.09	947.12	11.64	1142.41	10.02	4.65	2.11	9.37	1.10	5.51	1.78	0.62	2.44	0.46	3.33	0.66	2.88	0.50	4.49	0.95	0.00	3.09	222.75	507.08	68.67	17.78	139.80	605.76	51.21
351	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-15	90.40	107.48	1233.10	1341.02	10.91	199.96	0.73	192.16	183.62	0.39	25.21	16.51	6.80	36.40	2.31	8.91	64.13	3.24	10.65	0.51	866.75	23.41	468.21	9.77	3.34	1.54	6.99	0.58	2.63	0.95	0.21	1.27	0.29	2.21	0.65	2.92	0.54	5.46	1.14	0.02	2.25	426.83	630.66	89.18	20.44	99.70	730.94	38.02
352	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-16	90.40	85.19	1390.19	1507.77	11.64	116.78	0.62	166.50	188.71	0.88	22.78	21.51	4.44	8.79	2.29	10.23	92.15	2.67	13.90	1.01	1007.73	26.60	738.96	10.68	2.03	2.31	8.88	0.76	3.31	0.75	0.20	1.38	0.32	2.49	0.79	3.52	0.81	7.57	1.48	0.02	2.56	487.26	824.03	109.30	22.14	118.64	884.90	48.47
353	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-17	90.40	174.56	1232.92	1139.01	11.48	207.67	0.49	191.91	199.13	0.57	33.46	25.87	5.41	20.15	3.42	8.77	57.77	2.91	13.74	0.91	981.35	25.31	559.55	10.34	2.98	2.85	11.19	1.15	4.65	1.26	0.20	1.27	0.35	2.64	0.79	3.30	0.72	6.80	1.38	0.00	2.38	438.45	703.12	96.89	20.43	121.55	788.17	52.30
354	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-18	90.40	148.89	1408.53	1387.76	31.75	105.59	0.54	269.58	192.20	0.41	28.68	21.83	4.46	20.86	3.66	9.72	73.12	3.70	13.01	0.54	1423.27	21.73	541.69	7.87	2.26	4.31	16.36	1.33	5.23	1.45	0.33	1.34	0.37	2.84	0.82	3.26	0.68	5.85	1.26	0.01	4.32	368.16	756.44	104.09	26.38	156.88	868.53	58.45
355	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-19	90.40	81.15	977.29	776.77	12.45	519.73	0.82	201.03	177.49	0.50	25.17	9.77	10.43	38.25	5.05	9.22	63.23	3.04	7.42	0.35	471.42	32.13	441.31	8.45	6.38	2.32	8.45	0.71	2.92	0.55	0.10	0.65	0.15	1.26	0.39	1.84	0.43	3.90	0.84	0.03	1.56	594.77	397.90	56.94	12.20	76.89	455.59	31.92
356	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-2	90.40	139.00	1193.87	1078.83	11.40	306.93	0.96	264.45	195.33	0.55	26.85	17.32	5.58	21.62	5.12	8.70	111.73	3.93	13.32	29.11	1435.33	23.09	988.59	10.47	3.98	1.98	6.72	0.59	2.74	1.34	0.23	1.89	0.39	2.86	0.76	3.18	0.72	6.77	1.40	0.41	4.12	408.42	789.08	110.74	30.44	152.06	766.91	44.88
357	RU65-7976	Coarse Hm with U-min inclusions	CLC005	Deposit edge NE, Presence of BIF?	CLC5Hm-20	90.40	152.17	1016.11	766.76	12.85	112.36	0.70	241.32	189.13	0.72	42.86	25.36	4.83	529.70	2.06	9.23	122.09	4.21	18.92	0.67	1127.72	31.76	809.74	18.60	2.35	3.11	14.03	0.86	4.18	1.55	0.12	1.51	0.39	3.57	0.99	4.53	0.94	9.70	2.04	0.00	2.87	512.57	873.52	113.92	18.08	140.44	958.83	66.44
